Time,Humphrey Hall,Jorns Halls,Gilman House,Mack House,Seed Building,DeJope Residence Hall,Phillips Residence Hall,Sullivan Residence Hall,Swenson House,Chamberlin Residence Hall,Cole Residence Hall,Veterinary Medicine Building,Tripp Residence Hall,Livestock Laboratory,Agricultural Engineering Laboratory,Veterinary Diagnostic Lab,Adams Residence Hall,Turner House, Kronshage Residence Hall, Leopold Residence Hall,Bakke Recreation & Wellbeing Center,Bradley Residence Hall,Jones Residence Hall,Goodnight Hall,Slichter Residence Hall,Carson Gulley Center
7/13/23 20:30,0.47 kW,0.24 kW,0.24 kW,0.47 kW,47.58 kW,0.47 kW,0.47 kW,0.47 kW,0.47 kW,0.24 kW,0.47 kW,61.49 kW,0.24 kW,47.16 kW,14.33 kW,47.16 kW,0.24 kW,0.47 kW,0.24 kW,0.24 kW,273.29 kW,0.47 kW,0.24 kW,14.33 kW,0.24 kW,0.24 kW
7/13/23 20:45,0.50 kW,0.23 kW,0.23 kW,0.50 kW,46.72 kW,0.50 kW,0.50 kW,0.50 kW,0.50 kW,0.23 kW,0.50 kW,60.39 kW,0.23 kW,46.30 kW,14.09 kW,46.30 kW,0.23 kW,0.50 kW,0.23 kW,0.23 kW,273.77 kW,0.50 kW,0.23 kW,14.09 kW,0.23 kW,0.23 kW
7/13/23 21:00,0.27 kW,0.23 kW,0.23 kW,0.27 kW,47.21 kW,0.27 kW,0.27 kW,0.27 kW,0.27 kW,0.23 kW,0.27 kW,56.85 kW,0.23 kW,46.77 kW,10.08 kW,46.77 kW,0.23 kW,0.27 kW,0.23 kW,0.23 kW,270.88 kW,0.27 kW,0.23 kW,10.08 kW,0.23 kW,0.23 kW
7/13/23 21:15,0.14 kW,0.23 kW,0.23 kW,0.14 kW,47.02 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.23 kW,0.14 kW,56.67 kW,0.23 kW,46.59 kW,10.08 kW,46.59 kW,0.23 kW,0.14 kW,0.23 kW,0.23 kW,273.40 kW,0.14 kW,0.23 kW,10.08 kW,0.23 kW,0.23 kW
7/13/23 21:30,0.10 kW,0.23 kW,0.23 kW,0.10 kW,47.26 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.23 kW,0.10 kW,56.86 kW,0.23 kW,46.83 kW,10.02 kW,46.83 kW,0.23 kW,0.10 kW,0.23 kW,0.23 kW,274.29 kW,0.10 kW,0.23 kW,10.02 kW,0.23 kW,0.23 kW
7/13/23 21:45,0.10 kW,0.23 kW,0.23 kW,0.10 kW,47.41 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.23 kW,0.10 kW,57.06 kW,0.23 kW,46.98 kW,10.07 kW,46.98 kW,0.23 kW,0.10 kW,0.23 kW,0.23 kW,274.54 kW,0.10 kW,0.23 kW,10.07 kW,0.23 kW,0.23 kW
7/13/23 22:00,0.40 kW,0.22 kW,0.22 kW,0.40 kW,46.81 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.22 kW,0.40 kW,56.35 kW,0.22 kW,46.62 kW,9.73 kW,46.62 kW,0.22 kW,0.40 kW,0.22 kW,0.22 kW,273.41 kW,0.40 kW,0.22 kW,9.73 kW,0.22 kW,0.22 kW
7/13/23 22:15,0.42 kW,0.21 kW,0.21 kW,0.42 kW,46.69 kW,0.42 kW,0.42 kW,0.42 kW,0.42 kW,0.21 kW,0.42 kW,56.29 kW,0.21 kW,46.50 kW,9.79 kW,46.50 kW,0.21 kW,0.42 kW,0.21 kW,0.21 kW,272.27 kW,0.42 kW,0.21 kW,9.79 kW,0.21 kW,0.21 kW
7/13/23 22:30,0.33 kW,0.21 kW,0.21 kW,0.33 kW,46.52 kW,0.33 kW,0.33 kW,0.33 kW,0.33 kW,0.21 kW,0.33 kW,56.12 kW,0.21 kW,46.33 kW,9.79 kW,46.33 kW,0.21 kW,0.33 kW,0.21 kW,0.21 kW,272.32 kW,0.33 kW,0.21 kW,9.79 kW,0.21 kW,0.21 kW
7/13/23 22:45,0.21 kW,0.21 kW,0.21 kW,0.21 kW,46.45 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,56.98 kW,0.21 kW,46.26 kW,10.71 kW,46.26 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,272.21 kW,0.21 kW,0.21 kW,10.71 kW,0.21 kW,0.21 kW
7/13/23 23:00,0.39 kW,0.20 kW,0.20 kW,0.39 kW,46.32 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.20 kW,0.39 kW,55.92 kW,0.20 kW,46.13 kW,9.78 kW,46.13 kW,0.20 kW,0.39 kW,0.20 kW,0.20 kW,272.42 kW,0.39 kW,0.20 kW,9.78 kW,0.20 kW,0.20 kW
7/13/23 23:15,0.21 kW,0.19 kW,0.19 kW,0.21 kW,46.26 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.19 kW,0.21 kW,55.85 kW,0.19 kW,46.07 kW,9.78 kW,46.07 kW,0.19 kW,0.21 kW,0.19 kW,0.19 kW,272.46 kW,0.21 kW,0.19 kW,9.78 kW,0.19 kW,0.19 kW
7/13/23 23:30,0.06 kW,0.19 kW,0.19 kW,0.06 kW,47.17 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.19 kW,0.06 kW,56.71 kW,0.19 kW,46.98 kW,9.72 kW,46.98 kW,0.19 kW,0.06 kW,0.19 kW,0.19 kW,272.14 kW,0.06 kW,0.19 kW,9.72 kW,0.19 kW,0.19 kW
7/13/23 23:45,0.06 kW,0.18 kW,0.18 kW,0.06 kW,46.05 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.18 kW,0.06 kW,55.64 kW,0.18 kW,45.86 kW,9.77 kW,45.86 kW,0.18 kW,0.06 kW,0.18 kW,0.18 kW,271.56 kW,0.06 kW,0.18 kW,9.77 kW,0.18 kW,0.18 kW
7/14/23 0:00,0.06 kW,0.18 kW,0.18 kW,0.06 kW,46.34 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.18 kW,0.06 kW,55.87 kW,0.18 kW,46.16 kW,9.72 kW,46.16 kW,0.18 kW,0.06 kW,0.18 kW,0.18 kW,271.99 kW,0.06 kW,0.18 kW,9.72 kW,0.18 kW,0.18 kW
7/14/23 0:15,0.06 kW,0.22 kW,0.22 kW,0.06 kW,46.61 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.22 kW,0.06 kW,56.19 kW,0.22 kW,46.42 kW,9.77 kW,46.42 kW,0.22 kW,0.06 kW,0.22 kW,0.22 kW,272.20 kW,0.06 kW,0.22 kW,9.77 kW,0.22 kW,0.22 kW
7/14/23 0:30,0.06 kW,0.50 kW,0.50 kW,0.06 kW,46.82 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.50 kW,0.06 kW,56.40 kW,0.50 kW,46.64 kW,9.77 kW,46.64 kW,0.50 kW,0.06 kW,0.50 kW,0.50 kW,272.04 kW,0.06 kW,0.50 kW,9.77 kW,0.50 kW,0.50 kW
7/14/23 0:45,0.06 kW,0.19 kW,0.19 kW,0.06 kW,47.15 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.19 kW,0.06 kW,56.67 kW,0.19 kW,46.96 kW,9.71 kW,46.96 kW,0.19 kW,0.06 kW,0.19 kW,0.19 kW,271.52 kW,0.06 kW,0.19 kW,9.71 kW,0.19 kW,0.19 kW
7/14/23 1:00,0.06 kW,0.16 kW,0.16 kW,0.06 kW,46.46 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.16 kW,0.06 kW,55.28 kW,0.16 kW,46.27 kW,9.01 kW,46.27 kW,0.16 kW,0.06 kW,0.16 kW,0.16 kW,244.09 kW,0.06 kW,0.16 kW,9.01 kW,0.16 kW,0.16 kW
7/14/23 1:15,0.06 kW,0.16 kW,0.16 kW,0.06 kW,46.46 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.16 kW,0.06 kW,55.12 kW,0.16 kW,46.27 kW,8.85 kW,46.27 kW,0.16 kW,0.06 kW,0.16 kW,0.16 kW,242.02 kW,0.06 kW,0.16 kW,8.85 kW,0.16 kW,0.16 kW
7/14/23 1:30,0.06 kW,0.15 kW,0.15 kW,0.06 kW,46.34 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.15 kW,0.06 kW,55.05 kW,0.15 kW,46.15 kW,8.90 kW,46.15 kW,0.15 kW,0.06 kW,0.15 kW,0.15 kW,240.51 kW,0.06 kW,0.15 kW,8.90 kW,0.15 kW,0.15 kW
7/14/23 1:45,0.06 kW,0.15 kW,0.15 kW,0.06 kW,46.17 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.15 kW,0.06 kW,54.77 kW,0.15 kW,45.98 kW,8.79 kW,45.98 kW,0.15 kW,0.06 kW,0.15 kW,0.15 kW,239.30 kW,0.06 kW,0.15 kW,8.79 kW,0.15 kW,0.15 kW
7/14/23 2:00,0.06 kW,0.14 kW,0.14 kW,0.06 kW,45.89 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.14 kW,0.06 kW,54.59 kW,0.14 kW,45.71 kW,8.88 kW,45.71 kW,0.14 kW,0.06 kW,0.14 kW,0.14 kW,238.02 kW,0.06 kW,0.14 kW,8.88 kW,0.14 kW,0.14 kW
7/14/23 2:15,0.06 kW,0.15 kW,0.15 kW,0.06 kW,45.94 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.15 kW,0.06 kW,54.55 kW,0.15 kW,45.76 kW,8.79 kW,45.76 kW,0.15 kW,0.06 kW,0.15 kW,0.15 kW,236.85 kW,0.06 kW,0.15 kW,8.79 kW,0.15 kW,0.15 kW
7/14/23 2:30,0.06 kW,0.15 kW,0.15 kW,0.06 kW,45.39 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.15 kW,0.06 kW,54.08 kW,0.15 kW,45.21 kW,8.87 kW,45.21 kW,0.15 kW,0.06 kW,0.15 kW,0.15 kW,235.75 kW,0.06 kW,0.15 kW,8.87 kW,0.15 kW,0.15 kW
7/14/23 2:45,0.06 kW,0.14 kW,0.14 kW,0.06 kW,45.22 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.14 kW,0.06 kW,53.77 kW,0.14 kW,45.04 kW,8.73 kW,45.04 kW,0.14 kW,0.06 kW,0.14 kW,0.14 kW,234.78 kW,0.06 kW,0.14 kW,8.73 kW,0.14 kW,0.14 kW
7/14/23 3:00,0.06 kW,0.14 kW,0.14 kW,0.06 kW,45.17 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.14 kW,0.06 kW,53.85 kW,0.14 kW,44.97 kW,8.87 kW,44.97 kW,0.14 kW,0.06 kW,0.14 kW,0.14 kW,234.62 kW,0.06 kW,0.14 kW,8.87 kW,0.14 kW,0.14 kW
7/14/23 3:15,0.06 kW,0.13 kW,0.13 kW,0.06 kW,45.19 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,53.78 kW,0.13 kW,44.99 kW,8.79 kW,44.99 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,234.49 kW,0.06 kW,0.13 kW,8.79 kW,0.13 kW,0.13 kW
7/14/23 3:30,0.06 kW,0.13 kW,0.13 kW,0.06 kW,45.23 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,53.94 kW,0.13 kW,45.03 kW,8.90 kW,45.03 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,234.26 kW,0.06 kW,0.13 kW,8.90 kW,0.13 kW,0.13 kW
7/14/23 3:45,0.06 kW,0.13 kW,0.13 kW,0.06 kW,45.17 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,53.81 kW,0.13 kW,44.98 kW,8.83 kW,44.98 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,233.91 kW,0.06 kW,0.13 kW,8.83 kW,0.13 kW,0.13 kW
7/14/23 4:00,0.06 kW,0.12 kW,0.12 kW,0.06 kW,45.28 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,53.95 kW,0.12 kW,45.04 kW,8.91 kW,45.04 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,233.24 kW,0.06 kW,0.12 kW,8.91 kW,0.12 kW,0.12 kW
7/14/23 4:15,0.06 kW,0.12 kW,0.12 kW,0.06 kW,45.21 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,53.84 kW,0.12 kW,44.97 kW,8.88 kW,44.97 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,232.54 kW,0.06 kW,0.12 kW,8.88 kW,0.12 kW,0.12 kW
7/14/23 4:30,0.06 kW,0.12 kW,0.12 kW,0.06 kW,45.15 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,53.93 kW,0.12 kW,44.91 kW,9.01 kW,44.91 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,231.91 kW,0.06 kW,0.12 kW,9.01 kW,0.12 kW,0.12 kW
7/14/23 4:45,0.06 kW,0.12 kW,0.12 kW,0.06 kW,45.21 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,53.76 kW,0.12 kW,44.97 kW,8.79 kW,44.97 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,231.35 kW,0.06 kW,0.12 kW,8.79 kW,0.12 kW,0.12 kW
7/14/23 5:00,0.06 kW,0.12 kW,0.12 kW,0.06 kW,45.31 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,53.98 kW,0.12 kW,45.02 kW,8.96 kW,45.02 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,231.07 kW,0.06 kW,0.12 kW,8.96 kW,0.12 kW,0.12 kW
7/14/23 5:15,0.06 kW,0.11 kW,0.11 kW,0.06 kW,45.40 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,53.86 kW,0.11 kW,45.11 kW,8.75 kW,45.11 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,230.84 kW,0.06 kW,0.11 kW,8.75 kW,0.11 kW,0.11 kW
7/14/23 5:30,0.06 kW,0.11 kW,0.11 kW,0.06 kW,41.47 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,46.28 kW,0.11 kW,41.18 kW,5.10 kW,41.18 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,227.85 kW,0.06 kW,0.11 kW,5.10 kW,0.11 kW,0.11 kW
7/14/23 5:45,0.06 kW,0.11 kW,0.11 kW,0.06 kW,41.44 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,46.11 kW,0.11 kW,41.15 kW,4.96 kW,41.15 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,228.48 kW,0.06 kW,0.11 kW,4.96 kW,0.11 kW,0.11 kW
7/14/23 6:00,0.06 kW,0.11 kW,0.11 kW,0.06 kW,41.86 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,47.12 kW,0.11 kW,41.59 kW,5.53 kW,41.59 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,229.81 kW,0.06 kW,0.11 kW,5.53 kW,0.11 kW,0.11 kW
7/14/23 6:15,0.06 kW,0.11 kW,0.11 kW,0.06 kW,41.80 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,46.88 kW,0.11 kW,41.53 kW,5.35 kW,41.53 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,231.13 kW,0.06 kW,0.11 kW,5.35 kW,0.11 kW,0.11 kW
7/14/23 6:30,0.06 kW,0.11 kW,0.11 kW,0.06 kW,41.74 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,46.92 kW,0.11 kW,41.47 kW,5.45 kW,41.47 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,288.09 kW,0.06 kW,0.11 kW,5.45 kW,0.11 kW,0.11 kW
7/14/23 6:45,0.06 kW,0.11 kW,0.11 kW,0.06 kW,41.73 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,46.72 kW,0.11 kW,41.46 kW,5.27 kW,41.46 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,258.11 kW,0.06 kW,0.11 kW,5.27 kW,0.11 kW,0.11 kW
7/14/23 7:00,0.06 kW,0.11 kW,0.11 kW,0.06 kW,42.13 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,47.35 kW,0.11 kW,41.94 kW,5.41 kW,41.94 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,273.51 kW,0.06 kW,0.11 kW,5.41 kW,0.11 kW,0.11 kW
7/14/23 7:15,0.06 kW,0.11 kW,0.11 kW,0.06 kW,42.56 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,47.69 kW,0.11 kW,42.38 kW,5.31 kW,42.38 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,270.12 kW,0.06 kW,0.11 kW,5.31 kW,0.11 kW,0.11 kW
7/14/23 7:30,0.06 kW,0.11 kW,0.11 kW,0.06 kW,42.21 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,48.41 kW,0.11 kW,42.03 kW,6.38 kW,42.03 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,269.85 kW,0.06 kW,0.11 kW,6.38 kW,0.11 kW,0.11 kW
7/14/23 7:45,0.06 kW,0.10 kW,0.10 kW,0.06 kW,42.19 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,47.35 kW,0.10 kW,42.00 kW,5.35 kW,42.00 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,269.35 kW,0.06 kW,0.10 kW,5.35 kW,0.10 kW,0.10 kW
7/14/23 8:00,0.34 kW,0.10 kW,0.10 kW,0.34 kW,40.93 kW,0.34 kW,0.34 kW,0.34 kW,0.34 kW,0.10 kW,0.34 kW,46.03 kW,0.10 kW,40.74 kW,5.28 kW,40.74 kW,0.10 kW,0.34 kW,0.10 kW,0.10 kW,268.09 kW,0.34 kW,0.10 kW,5.28 kW,0.10 kW,0.10 kW
7/14/23 8:15,0.34 kW,0.10 kW,0.10 kW,0.34 kW,41.88 kW,0.34 kW,0.34 kW,0.34 kW,0.34 kW,0.10 kW,0.34 kW,47.01 kW,0.10 kW,41.70 kW,5.32 kW,41.70 kW,0.10 kW,0.34 kW,0.10 kW,0.10 kW,266.57 kW,0.34 kW,0.10 kW,5.32 kW,0.10 kW,0.10 kW
7/14/23 8:30,0.06 kW,0.19 kW,0.19 kW,0.06 kW,40.79 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.19 kW,0.06 kW,45.91 kW,0.19 kW,40.61 kW,5.30 kW,40.61 kW,0.19 kW,0.06 kW,0.19 kW,0.19 kW,265.21 kW,0.06 kW,0.19 kW,5.30 kW,0.19 kW,0.19 kW
7/14/23 8:45,0.06 kW,0.43 kW,0.43 kW,0.06 kW,40.82 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.43 kW,0.06 kW,45.88 kW,0.43 kW,40.64 kW,5.25 kW,40.64 kW,0.43 kW,0.06 kW,0.43 kW,0.43 kW,264.20 kW,0.06 kW,0.43 kW,5.25 kW,0.43 kW,0.43 kW
7/14/23 9:00,0.08 kW,0.35 kW,0.35 kW,0.08 kW,40.83 kW,0.08 kW,0.08 kW,0.08 kW,0.08 kW,0.35 kW,0.08 kW,45.95 kW,0.35 kW,40.66 kW,5.29 kW,40.66 kW,0.35 kW,0.08 kW,0.35 kW,0.35 kW,264.52 kW,0.08 kW,0.35 kW,5.29 kW,0.35 kW,0.35 kW
7/14/23 9:15,0.36 kW,0.41 kW,0.41 kW,0.36 kW,41.05 kW,0.36 kW,0.36 kW,0.36 kW,0.36 kW,0.41 kW,0.36 kW,46.13 kW,0.41 kW,40.88 kW,5.24 kW,40.88 kW,0.41 kW,0.36 kW,0.41 kW,0.41 kW,265.13 kW,0.36 kW,0.41 kW,5.24 kW,0.41 kW,0.41 kW
7/14/23 9:30,0.41 kW,0.38 kW,0.38 kW,0.41 kW,41.14 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.38 kW,0.41 kW,46.25 kW,0.38 kW,40.97 kW,5.27 kW,40.97 kW,0.38 kW,0.41 kW,0.38 kW,0.38 kW,265.84 kW,0.41 kW,0.38 kW,5.27 kW,0.38 kW,0.38 kW
7/14/23 9:45,0.41 kW,0.63 kW,0.63 kW,0.41 kW,41.25 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.63 kW,0.41 kW,46.37 kW,0.63 kW,41.08 kW,5.29 kW,41.08 kW,0.63 kW,0.41 kW,0.63 kW,0.63 kW,266.57 kW,0.41 kW,0.63 kW,5.29 kW,0.63 kW,0.63 kW
7/14/23 10:00,0.41 kW,0.56 kW,0.56 kW,0.41 kW,41.62 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.56 kW,0.41 kW,46.69 kW,0.56 kW,41.46 kW,5.23 kW,41.46 kW,0.56 kW,0.41 kW,0.56 kW,0.56 kW,268.18 kW,0.41 kW,0.56 kW,5.23 kW,0.56 kW,0.56 kW
7/14/23 10:15,0.41 kW,0.13 kW,0.13 kW,0.41 kW,41.88 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.13 kW,0.41 kW,47.02 kW,0.13 kW,41.73 kW,5.30 kW,41.73 kW,0.13 kW,0.41 kW,0.13 kW,0.13 kW,270.01 kW,0.41 kW,0.13 kW,5.30 kW,0.13 kW,0.13 kW
7/14/23 10:30,0.39 kW,0.11 kW,0.11 kW,0.39 kW,43.41 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.11 kW,0.39 kW,48.54 kW,0.11 kW,43.25 kW,5.29 kW,43.25 kW,0.11 kW,0.39 kW,0.11 kW,0.11 kW,271.31 kW,0.39 kW,0.11 kW,5.29 kW,0.11 kW,0.11 kW
7/14/23 10:45,0.39 kW,0.11 kW,0.11 kW,0.39 kW,43.85 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.11 kW,0.39 kW,48.97 kW,0.11 kW,43.70 kW,5.28 kW,43.70 kW,0.11 kW,0.39 kW,0.11 kW,0.11 kW,272.37 kW,0.39 kW,0.11 kW,5.28 kW,0.11 kW,0.11 kW
7/14/23 11:00,0.39 kW,0.11 kW,0.11 kW,0.39 kW,43.65 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.11 kW,0.39 kW,48.83 kW,0.11 kW,43.50 kW,5.33 kW,43.50 kW,0.11 kW,0.39 kW,0.11 kW,0.11 kW,272.93 kW,0.39 kW,0.11 kW,5.33 kW,0.11 kW,0.11 kW
7/14/23 11:15,0.39 kW,0.11 kW,0.11 kW,0.39 kW,43.54 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.11 kW,0.39 kW,48.66 kW,0.11 kW,43.38 kW,5.28 kW,43.38 kW,0.11 kW,0.39 kW,0.11 kW,0.11 kW,273.43 kW,0.39 kW,0.11 kW,5.28 kW,0.11 kW,0.11 kW
7/14/23 11:30,0.14 kW,0.11 kW,0.11 kW,0.14 kW,43.37 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.11 kW,0.14 kW,48.54 kW,0.11 kW,43.21 kW,5.33 kW,43.21 kW,0.11 kW,0.14 kW,0.11 kW,0.11 kW,273.47 kW,0.14 kW,0.11 kW,5.33 kW,0.11 kW,0.11 kW
7/14/23 11:45,0.08 kW,0.11 kW,0.11 kW,0.08 kW,43.14 kW,0.08 kW,0.08 kW,0.08 kW,0.08 kW,0.11 kW,0.08 kW,52.45 kW,0.11 kW,42.99 kW,9.46 kW,42.99 kW,0.11 kW,0.08 kW,0.11 kW,0.11 kW,273.30 kW,0.08 kW,0.11 kW,9.46 kW,0.11 kW,0.11 kW
7/14/23 12:00,0.06 kW,0.11 kW,0.11 kW,0.06 kW,43.52 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,52.83 kW,0.11 kW,43.36 kW,9.47 kW,43.36 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,272.87 kW,0.06 kW,0.11 kW,9.47 kW,0.11 kW,0.11 kW
7/14/23 12:15,0.06 kW,0.11 kW,0.11 kW,0.06 kW,43.82 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,53.18 kW,0.11 kW,43.66 kW,9.52 kW,43.66 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,272.27 kW,0.06 kW,0.11 kW,9.52 kW,0.11 kW,0.11 kW
7/14/23 12:30,0.06 kW,0.11 kW,0.11 kW,0.06 kW,44.57 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,53.93 kW,0.11 kW,44.41 kW,9.52 kW,44.41 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,271.87 kW,0.06 kW,0.11 kW,9.52 kW,0.11 kW,0.11 kW
7/14/23 12:45,0.13 kW,0.12 kW,0.12 kW,0.13 kW,44.54 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.12 kW,0.13 kW,53.91 kW,0.12 kW,44.39 kW,9.53 kW,44.39 kW,0.12 kW,0.13 kW,0.12 kW,0.12 kW,271.46 kW,0.13 kW,0.12 kW,9.53 kW,0.12 kW,0.12 kW
7/14/23 13:00,0.39 kW,0.12 kW,0.12 kW,0.39 kW,44.67 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.12 kW,0.39 kW,54.09 kW,0.12 kW,44.51 kW,9.58 kW,44.51 kW,0.12 kW,0.39 kW,0.12 kW,0.12 kW,271.13 kW,0.39 kW,0.12 kW,9.58 kW,0.12 kW,0.12 kW
7/14/23 13:15,0.10 kW,0.43 kW,0.43 kW,0.10 kW,44.89 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.43 kW,0.10 kW,54.26 kW,0.43 kW,44.73 kW,9.52 kW,44.73 kW,0.43 kW,0.10 kW,0.43 kW,0.43 kW,269.47 kW,0.10 kW,0.43 kW,9.52 kW,0.43 kW,0.43 kW
7/14/23 13:30,0.08 kW,0.33 kW,0.33 kW,0.08 kW,45.06 kW,0.08 kW,0.08 kW,0.08 kW,0.08 kW,0.33 kW,0.08 kW,54.48 kW,0.33 kW,44.90 kW,9.58 kW,44.90 kW,0.33 kW,0.08 kW,0.33 kW,0.33 kW,270.17 kW,0.08 kW,0.33 kW,9.58 kW,0.33 kW,0.33 kW
7/14/23 13:45,0.06 kW,0.13 kW,0.13 kW,0.06 kW,45.18 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,54.58 kW,0.13 kW,45.02 kW,9.56 kW,45.02 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,272.17 kW,0.06 kW,0.13 kW,9.56 kW,0.13 kW,0.13 kW
7/14/23 14:00,0.06 kW,0.13 kW,0.13 kW,0.06 kW,45.30 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,54.62 kW,0.13 kW,45.12 kW,9.51 kW,45.12 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,274.93 kW,0.06 kW,0.13 kW,9.51 kW,0.13 kW,0.13 kW
